Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
index2,Failure,5,5,2019-03-11 09:55:45 -0600,2019-03-11 10:02:13 -0600,0:00:00
index,Success,24,10,2018-02-18 23:28:01 -0600,2019-03-11 09:43:20 -0600,0:00:00
