Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
ZeroState,Success,82,0,2017-11-06 13:47:20 -0700,2018-02-26 19:56:15 -0700,0:00:00
index,Success,1,0,2017-11-09 20:06:43 -0700,2017-11-09 20:06:43 -0700,0:00:04
