2016-09-20 13:34:53.462 -0600	START		Running Read3.script
2016-09-20 13:34:53.991 -0600	everyimagelocation	LineRow	found 23 images	1	on_read3	Read3.script
2016-09-20 13:34:54.080 -0600	readtext		(322,198,422,218)
2016-09-20 13:34:54.180 -0600	readtext		(322,225,422,245)
2016-09-20 13:34:54.284 -0600	readtext		(322,252,422,272)
2016-09-20 13:34:54.414 -0600	readtext		(322,279,422,299)
2016-09-20 13:34:54.526 -0600	readtext		(322,306,422,326)
2016-09-20 13:34:54.631 -0600	readtext		(322,333,422,353)
2016-09-20 13:34:54.745 -0600	readtext		(322,360,422,380)
2016-09-20 13:34:54.825 -0600	readtext		(322,387,422,407)
2016-09-20 13:34:54.903 -0600	readtext		(322,414,422,434)
2016-09-20 13:34:54.990 -0600	readtext		(322,441,422,461)
2016-09-20 13:34:55.089 -0600	readtext		(322,468,422,488)
2016-09-20 13:34:55.202 -0600	readtext		(322,495,422,515)
2016-09-20 13:34:55.351 -0600	readtext		(322,522,422,542)
2016-09-20 13:34:55.462 -0600	readtext		(322,549,422,569)
2016-09-20 13:34:55.589 -0600	readtext		(322,576,422,596)
2016-09-20 13:34:55.731 -0600	readtext		(322,603,422,623)
2016-09-20 13:34:55.816 -0600	readtext		(322,630,422,650)
2016-09-20 13:34:55.911 -0600	readtext		(322,657,422,677)
2016-09-20 13:34:56.010 -0600	readtext		(322,684,422,704)
2016-09-20 13:34:56.136 -0600	readtext		(322,711,422,731)
2016-09-20 13:34:56.232 -0600	readtext		(322,738,422,758)
2016-09-20 13:34:56.348 -0600	readtext		(322,765,422,785)
2016-09-20 13:34:56.453 -0600	readtext		(322,792,422,812)
2016-09-20 13:34:56.928 -0600	EndTestCase		(Duration:"3.465067", Errors:"0", Exceptions:"0", StartTime:"2016-09-20 13:34:53 -0600", Successes:"1", TestCase:"Read3.script", Warnings:"0")
2016-09-20 13:34:56.934 -0600	SUCCESS		Execution Time 0:00:03 Read3.script
