Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
index,Success,11,2,2016-09-29 10:09:22 -0600,2016-10-21 09:54:55 -0600,0:00:00
Results,Success,30,1,2016-09-29 10:13:10 -0600,2016-11-02 11:12:44 -0400,0:00:00
