Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
indextables,Success,3,0,2017-03-27 15:36:03 -0600,2017-03-27 15:40:13 -0600,0:00:03
Untitled,Success,1,0,2017-03-27 15:44:36 -0600,2017-03-27 15:44:36 -0600,0:00:00
index,Success,3,0,2017-03-27 15:43:15 -0600,2017-03-27 15:48:33 -0600,0:00:04
