Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
AI_Reports,Success,51,3,2018-07-25 10:54:21 -0600,2018-08-22 15:09:22 -0600,0:00:01
NewFolder/Untitled,Success,3,0,2018-07-25 21:08:09 -0600,2018-07-25 21:08:54 -0600,0:00:00
Sample-API,Success,12,0,2018-07-25 10:57:04 -0600,2018-07-25 14:54:19 -0600,0:00:00
CreateTestCase,Success,9,2,2018-08-22 14:38:50 -0600,2018-08-22 15:02:54 -0600,0:00:01
Run EAI-API,Success,28,0,2018-07-25 11:53:23 -0600,2018-08-01 13:44:57 -0600,0:00:00
NewFolder/Run eAI Model,Success,16,9,2018-07-25 11:52:13 -0600,2018-07-25 15:09:33 -0600,0:00:00
