Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Read2,Success,67,19,2016-09-20 10:21:25 -0600,2017-05-31 10:40:59 -0600,0:00:01
Read4,Success,29,2,2016-11-09 16:16:17 -0700,2017-05-31 10:42:02 -0600,0:00:08
Find3,Success,1,0,2017-06-01 09:33:37 -0600,2017-06-01 09:33:37 -0600,0:00:56
Read1,Success,39,0,2016-09-20 10:12:18 -0600,2017-05-31 10:40:54 -0600,0:00:00
Read3,Success,40,5,2016-09-20 12:29:53 -0600,2017-05-31 10:41:23 -0600,0:00:00
Read5,Success,7,0,2016-11-09 16:29:22 -0700,2017-02-22 15:23:51 -0700,0:00:00
Find2,Success,12,4,2017-05-31 12:46:26 -0600,2017-05-31 12:51:00 -0600,0:00:03
Find1,Success,40,2,2017-05-31 10:42:53 -0600,2017-05-31 12:44:46 -0600,0:00:01
