Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
index,Failure,83,15,2016-08-29 13:13:54 -0600,2021-04-22 10:28:50 -0600,0:00:00
OpenWebPage,Success,8,2,2016-09-07 16:35:33 -0600,2021-04-22 10:22:51 -0600,0:00:07
