Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
TestB,Success,2,0,2016-09-28 19:02:19 -0600,2016-12-07 14:35:08 -0500,0:00:00
TestA,Success,25,12,2016-09-28 18:29:50 -0600,2016-12-07 14:34:57 -0500,0:00:04
index,Success,5,1,2016-09-28 18:12:25 -0600,2016-12-07 14:34:57 -0500,0:00:03
