Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Untitled1,Success,19,0,2018-06-13 10:00:33 -0600,2018-06-13 10:10:56 -0600,0:00:00
Untitled,Success,19,0,2018-06-13 08:19:51 -0600,2019-02-27 13:16:57 -0700,0:00:00
Untitled3,Success,3,0,2018-08-02 13:23:39 -0600,2018-08-02 13:23:52 -0600,0:00:00
