Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Click,Failure,1,1,2018-06-11 14:05:29 -0600,2018-06-11 14:05:29 -0600,0:00:00
attemptRecovery,Failure,5,5,2018-06-06 15:38:58 -0500,2018-06-12 08:24:12 -0600,0:00:00
Master 2,Failure,1,1,2018-06-11 13:58:28 -0600,2018-06-11 13:58:28 -0600,0:00:00
Master 1,Failure,146,80,2018-06-05 23:16:42 -0500,2018-06-12 08:26:50 -0600,0:00:04
