Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Master,Success,60,5,2015-05-22 12:29:44 -0600,2016-12-15 11:12:46 -0700,0:00:02
Login,Success,38,1,2015-09-11 16:09:32 -0700,2016-12-15 11:18:56 -0700,0:00:00
Logout,Success,29,0,2015-09-11 16:09:33 -0700,2016-12-15 11:12:56 -0700,0:00:00
NewPatient,Success,142,1,2015-09-11 16:09:33 -0700,2016-12-15 11:19:01 -0700,0:00:00
