Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Baz,Success,11,3,2018-04-03 21:07:11 -0600,2018-04-03 21:11:39 -0600,0:00:00
index2,Success,5,2,2018-08-13 22:09:08 -0400,2018-08-13 22:35:53 -0400,0:00:00
index,Success,56,9,2017-06-26 16:01:14 -0600,2018-08-13 22:07:17 -0400,0:00:00
