Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Master,Failure,15,3,2018-04-06 10:12:07 -0600,2018-04-06 12:14:11 -0600,0:00:00
ConnectTO,Success,2,1,2018-04-06 09:41:41 -0600,2018-04-06 09:42:37 -0600,0:00:00
