2020-10-07 10:19:45.906 -0600	START		Running index2.script
2020-10-07 10:19:45.971 -0600	Log		2	7	on_mod	MOD.script
2020-10-07 10:19:46.092 -0600	Log		3	7	on_mod	MOD.script
2020-10-07 10:19:46.095 -0600	Log		4	7	on_mod	MOD.script
2020-10-07 10:19:46.098 -0600	Log		5	7	on_mod	MOD.script
2020-10-07 10:19:46.100 -0600	Log		6	7	on_mod	MOD.script
2020-10-07 10:19:46.103 -0600	Log		7	7	on_mod	MOD.script
2020-10-07 10:19:46.105 -0600	Log		8	7	on_mod	MOD.script
2020-10-07 10:19:46.112 -0600	Log		9	7	on_mod	MOD.script
2020-10-07 10:19:46.115 -0600	Log		10	7	on_mod	MOD.script
2020-10-07 10:19:46.118 -0600	Log		11	7	on_mod	MOD.script
2020-10-07 10:19:46.120 -0600	Log		12	7	on_mod	MOD.script
2020-10-07 10:19:46.123 -0600	Log		13	7	on_mod	MOD.script
2020-10-07 10:19:46.128 -0600	Log		14	7	on_mod	MOD.script
2020-10-07 10:19:46.130 -0600	Log		15	7	on_mod	MOD.script
2020-10-07 10:19:46.133 -0600	Log		16	7	on_mod	MOD.script
2020-10-07 10:19:46.135 -0600	Log		17	7	on_mod	MOD.script
2020-10-07 10:19:46.138 -0600	Log		18	7	on_mod	MOD.script
2020-10-07 10:19:46.145 -0600	Log		19	7	on_mod	MOD.script
2020-10-07 10:19:46.148 -0600	Log		20	7	on_mod	MOD.script
2020-10-07 10:19:46.151 -0600	Log		21	7	on_mod	MOD.script
2020-10-07 10:19:46.154 -0600	Log		22	7	on_mod	MOD.script
2020-10-07 10:19:46.157 -0600	Log		23	7	on_mod	MOD.script
2020-10-07 10:19:46.163 -0600	Log		24	7	on_mod	MOD.script
2020-10-07 10:19:46.166 -0600	Log		25	7	on_mod	MOD.script
2020-10-07 10:19:46.168 -0600	Log		26	7	on_mod	MOD.script
2020-10-07 10:19:46.171 -0600	Log		27	7	on_mod	MOD.script
2020-10-07 10:19:46.175 -0600	Log		28	7	on_mod	MOD.script
2020-10-07 10:19:46.180 -0600	Log		29	7	on_mod	MOD.script
2020-10-07 10:19:46.183 -0600	Log		30	7	on_mod	MOD.script
2020-10-07 10:19:46.186 -0600	Log		31	7	on_mod	MOD.script
2020-10-07 10:19:46.188 -0600	Log		32	7	on_mod	MOD.script
2020-10-07 10:19:46.196 -0600	Log		33	7	on_mod	MOD.script
2020-10-07 10:19:46.199 -0600	Log		34	7	on_mod	MOD.script
2020-10-07 10:19:46.202 -0600	Log		35	7	on_mod	MOD.script
2020-10-07 10:19:46.204 -0600	Log		36	7	on_mod	MOD.script
2020-10-07 10:19:46.207 -0600	Log		37	7	on_mod	MOD.script
2020-10-07 10:19:46.214 -0600	Log		38	7	on_mod	MOD.script
2020-10-07 10:19:46.217 -0600	Log		39	7	on_mod	MOD.script
2020-10-07 10:19:46.220 -0600	Log		40	7	on_mod	MOD.script
2020-10-07 10:19:46.223 -0600	Log		41	7	on_mod	MOD.script
2020-10-07 10:19:46.958 -0600	EndTestCase		(Duration:"1.05076", Errors:"1", Exceptions:"0", StartTime:"2020-10-07 10:19:45 -0600", Successes:"0", TestCase:"index2.script", Warnings:"0")
2020-10-07 10:19:47.009 -0600	FAILURE	Screen_Error.png	STMaxCallDepthExceeded Handlers were called to a depth exceeding the maximum limit (40). HINT: One common cause for this error is a script that has been given the same name as a built-in command or function unintentionally calling itself. -- Execution Time 0:00:01 index2.script
