Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Untitled,Success,2,0,2018-06-07 13:22:32 -0500,2018-06-07 13:22:57 -0500,0:00:00
Master,Success,16,0,2018-06-07 09:00:17 -0500,2018-06-07 13:20:04 -0500,0:00:01
