Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
index,Failure,66,6,2017-04-17 13:07:00 -0600,2017-04-27 08:21:53 -0600,0:00:00
test1,Success,2,0,2017-04-27 08:21:43 -0600,2017-08-18 09:46:47 -0500,0:00:00
ResultRename,Success,3,0,2017-04-27 08:21:47 -0600,2017-08-26 16:27:08 -0600,0:00:00
