Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
DecryptScript,Success,17,0,2017-07-18 22:11:08 -0400,2017-07-18 22:31:40 -0400,0:00:00
Workflow1,Success,2,1,2017-07-17 21:43:54 -0400,2017-07-17 21:44:00 -0400,0:00:00
RunPasswordEncrypt,Success,23,5,2017-07-11 13:21:34 -0600,2017-08-02 11:15:56 -0600,0:00:04
EncryptScript,Success,61,5,2017-07-17 21:45:48 -0400,2017-07-18 22:28:15 -0400,0:00:00
