2016-09-20 13:34:35.242 -0600	START		Running Read3.script
2016-09-20 13:34:35.795 -0600	everyimagelocation	LineRow	found 24 images	1	on_read3	Read3.script
2016-09-20 13:34:35.896 -0600	readtext		(322,198,422,218)
2016-09-20 13:34:35.992 -0600	readtext		(322,225,422,245)
2016-09-20 13:34:36.102 -0600	readtext		(322,252,422,272)
2016-09-20 13:34:36.220 -0600	readtext		(322,279,422,299)
2016-09-20 13:34:36.325 -0600	readtext		(322,306,422,326)
2016-09-20 13:34:36.415 -0600	readtext		(322,333,422,353)
2016-09-20 13:34:36.524 -0600	readtext		(322,360,422,380)
2016-09-20 13:34:36.602 -0600	readtext		(322,387,422,407)
2016-09-20 13:34:36.682 -0600	readtext		(322,414,422,434)
2016-09-20 13:34:36.777 -0600	readtext		(322,441,422,461)
2016-09-20 13:34:36.876 -0600	readtext		(322,468,422,488)
2016-09-20 13:34:36.974 -0600	readtext		(322,495,422,515)
2016-09-20 13:34:37.080 -0600	readtext		(322,522,422,542)
2016-09-20 13:34:37.202 -0600	readtext		(322,549,422,569)
2016-09-20 13:34:37.288 -0600	readtext		(322,576,422,596)
2016-09-20 13:34:37.310 -0600	moveto		at (352, 586)	18	on_read3	Read3.script
2016-09-20 13:34:37.776 -0600	EndTestCase		(Duration:"2.533581", Errors:"0", Exceptions:"0", StartTime:"2016-09-20 13:34:35 -0600", Successes:"1", TestCase:"Read3.script", Warnings:"0")
2016-09-20 13:34:37.793 -0600	SUCCESS		Execution Time 0:00:02 Read3.script
