Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
index,Success,22,0,2017-07-11 12:51:32 -0600,2017-07-11 13:01:45 -0600,0:00:00
POST,Failure,17,9,2017-07-11 15:10:48 -0600,2017-08-30 10:50:50 -0600,0:00:00
