Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
index,Success,6,2,2017-03-31 09:42:26 -0600,2017-11-16 16:10:05 -0700,0:01:00
Sample code,Failure,2,2,2017-07-27 13:59:13 -0600,2017-07-27 14:00:04 -0600,0:00:00
