2016-09-20 13:34:42.780 -0600	START		Running Read3.script
2016-09-20 13:34:43.317 -0600	everyimagelocation	LineRow	found 24 images	1	on_read3	Read3.script
2016-09-20 13:34:43.418 -0600	readtext		(322,198,422,218)
2016-09-20 13:34:43.512 -0600	readtext		(322,225,422,245)
2016-09-20 13:34:43.621 -0600	readtext		(322,252,422,272)
2016-09-20 13:34:43.746 -0600	readtext		(322,279,422,299)
2016-09-20 13:34:43.858 -0600	readtext		(322,306,422,326)
2016-09-20 13:34:43.952 -0600	readtext		(322,333,422,353)
2016-09-20 13:34:44.067 -0600	readtext		(322,360,422,380)
2016-09-20 13:34:44.145 -0600	readtext		(322,387,422,407)
2016-09-20 13:34:44.231 -0600	readtext		(322,414,422,434)
2016-09-20 13:34:44.319 -0600	readtext		(322,441,422,461)
2016-09-20 13:34:44.417 -0600	readtext		(322,468,422,488)
2016-09-20 13:34:44.520 -0600	readtext		(322,495,422,515)
2016-09-20 13:34:44.637 -0600	readtext		(322,522,422,542)
2016-09-20 13:34:44.782 -0600	readtext		(322,549,422,569)
2016-09-20 13:34:44.865 -0600	readtext		(322,576,422,596)
2016-09-20 13:34:44.890 -0600	moveto		at (362, 586)	18	on_read3	Read3.script
2016-09-20 13:34:45.368 -0600	EndTestCase		(Duration:"2.586239", Errors:"0", Exceptions:"0", StartTime:"2016-09-20 13:34:42 -0600", Successes:"1", TestCase:"Read3.script", Warnings:"0")
2016-09-20 13:34:45.379 -0600	SUCCESS		Execution Time 0:00:02 Read3.script
