Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Example,Success,3,0,2017-11-09 13:13:23 -0700,2017-11-09 13:14:16 -0700,0:00:00
SomeScript,Success,5,1,2017-10-16 13:13:13 -0600,2017-10-16 13:31:42 -0600,0:00:06
upload_results,Success,6,0,2017-10-16 13:13:04 -0600,2020-08-06 08:26:09 -0600,0:00:01
